"1","อีก [TIME]1 นาที[/TIME] [EVENT]เปิดพัดลม[/EVENT]","2019-11-16 00:44:30"
"2","[DATE]ทุกวัน[/DATE]เวลา [TIME]19:00 น.[/TIME] [EVENT]ให้ปิดพัดลม[/EVENT]","2019-11-16 00:44:30"
"3","อากาศร้อนแล้ว[EVENT]เปิดลม[/EVENT]หน่อย","2019-11-16 00:44:30"
"4","อากาศหนาวล่ะ [EVENT]ปิดลม[/EVENT]หน่อย","2019-11-16 00:44:30"
"5","อีก [TIME]10 ชั่วโมง[/TIME][EVENT]ปิดพัดลม[/EVENT]","2019-11-17 00:44:29"
"6","อีก [TIME]5 นาที[/TIME] [EVENT]เปิดพัดลม[/EVENT]","2019-11-17 00:44:29"
"7","นับถอยหลัง [TIME]10 นาที[/TIME] [EVENT]ปิดพัดลม[/EVENT]","2019-11-17 16:47:20"
"8","เปิดพัดลม","2019-12-24 03:52:35"
"9","ปิดพัดลม","2019-12-24 03:52:35"
"10","จง[EVENT]ปิดพัดลม[/EVENT]หน่อย","2019-12-24 10:14:08"
"11","[EVENT]ปิดพัดลม[/EVENT]ให้หน่อยนะ","2019-12-24 13:40:07"
"12","[EVENT]เปิดพัดลม[/EVENT]ให้หน่อยนะ","2019-12-24 13:40:20"
"13","อีก [TIME]5 นาที[/TIME]ให้[EVENT]เปิดพัดลม[/EVENT]","2019-12-25 23:00:19"
"14","ปิดพัดลมให้หน่อยนะ","2020-01-05 00:35:35"
"15","เปิดพัดลมให้หน่อยนะ","2020-01-05 00:35:35"
"16","หนาวเกินไปปิดพัดลมหน่อย","2020-01-05 00:36:01"
"17","เบาพัดลมลงหน่อย","2020-01-05 00:39:40"
"18","เบาพัดลมลงหน่อย","2020-01-05 00:39:40"
"19","เพิ่มพัดลมขึ้น","2020-01-05 00:39:40"
"20","หยุดหมุนพัดลม","2020-01-05 00:39:40"
"21","พัดลมจงหมุน","2020-01-05 00:39:40"
"22","ปิดพัดลมอันที่ 1","2020-01-07 02:37:42"
"23","เปิดพัดลมอันที่ 12","2020-01-07 02:37:42"
