"1","อีก [TIME]5 นาที[/TIME][EVENT]เปิดไฟ[/EVENT]","2019-11-16 00:44:50"
"2","[DATE]ทุกวัน[/DATE] [TIME]10:00 น.[/TIME] เปิดไฟ","2019-11-16 00:44:50"
"3","ยกเลิกการตั้งเวลา[EVENT]เปิดไฟ[/EVENT][DATE]ทุกวัน[/DATE] [TIME]10:00 น.[/TIME]","2019-11-16 00:44:50"
"4","อีกสัก [TIME]5 นาที[/TIME][EVENT]เปิดไฟ[/EVENT]","2019-11-16 00:44:50"
"5","[TIME]9 นาที[/TIME] [EVENT]ปิดไฟ[/EVENT]","2019-11-16 00:44:50"
"6","มืดแล้ว[EVENT]เปิดไฟ[/EVENT]หน่อย","2019-11-16 00:44:50"
"7","เช้าแล้ว[EVENT]ปิดไฟ[/EVENT]หน่อย","2019-11-16 00:44:50"
"8","สว่างแล้วดับไฟหน่อย","2019-11-16 00:44:50"
"9","อีก [TIME]9 นาที[/TIME]เปิดไฟ","2019-11-16 00:44:50"
"10","อีก [TIME]8 นาที[/TIME] ปิดไฟ","2019-11-16 00:44:50"
"11","[EVENT]ปิดไฟ[/EVENT]หน่อย","2019-11-16 22:12:56"
"12","ได้เวลาเปิดไฟแล้ว","2019-11-16 22:12:56"
"13","ไฟจงมา","2019-11-16 22:12:56"
"14","นับถอยหลัง [TIME]10 นาที[/TIME] [EVENT]ปิดไฟ[/EVENT]","2019-11-17 16:47:43"
"15","เปิดไฟหน่อย","2019-11-19 14:17:26"
"16","[EVENT]เปิดไฟ[/EVENT]กันหน่อย","2019-12-24 03:23:42"
"17","[EVENT]ปิดไฟ[/EVENT]ให้หน่อย","2019-12-24 03:51:32"
"18","[TIME]เช้า[/TIME]แล้วให้[EVENT]ปิดไฟ[/EVENT]","2019-12-24 03:51:32"
"19","ปิดไฟ","2019-12-24 03:55:43"
"20","ปิดหลอดไฟ","2019-12-24 03:55:43"
"21","ไฟจ้าจงเปิด","2019-12-24 10:13:25"
